,time,cycles,instructions,branch-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,cpi,,,,,,,,
182,91.61030762,1465995947,1176443885,22065765,158358,5394,1349,70650250,89497,5204351,7626,1.246124839,,,,,,,,
183,92.11094726,1459134512,1162775069,20522305,168935,6137,1272,76068337,93590,5459917,8446,1.254872547,,,,,,,,
184,92.61157627,1474489728,1244500923,21303169,190288,6888,1267,86629003,85194,6024045,7640,1.184804045,,,,,,,,
185,93.11179166,1470170071,1271086423,19611365,207135,7982,1453,99588857,80028,6994574,8186,1.156624793,,,,,,,,
186,93.61239685,1437372802,1233483754,15307688,239792,9818,1339,111463899,96183,8872730,11451,1.165295284,,,,,,,,
187,94.11300364,1429335763,1257699318,14328865,238951,10690,1540,124243257,84354,10049011,11159,1.136468584,,,,,,,,
188,94.61372681,1374442560,1377510612,6717102,313338,11510,1334,198691015,74936,15669778,9521,0.997772756,,,,,,,,
189,95.1144354,1338479095,1302568171,8979047,314152,149206,1280,172048138,69404,13796126,636051,1.027569324,,,,,,,,
190,95.61509726,1299458074,1248827226,10601873,1590350,416396,2086,58759262,61267,13413788,114932,1.040542716,,,,,,,,
191,96.11574055,1341234844,1377671919,11530113,1433334,362002,2069,59167675,67530,10270584,175795,0.973551704,,,,,,,,
192,96.61635311,1354904769,1387433609,11523022,1301978,343446,2314,68915896,59179,8968904,269268,0.976554669,,,,,,,,
193,97.117008,1359029065,1356975283,11331014,1393056,346255,2149,73635816,66556,8634112,323500,1.0015135,,,,,,,,
194,97.61765601,1391629218,1468120294,12078422,1061625,271274,1961,89664069,57649,8931139,547027,0.947898632,,,,,,,,
195,98.11829695,1416108807,1446715796,12234635,974763,292776,2150,97905018,63468,10126010,856580,0.978843814,,,,,,,,
196,98.6189502,1447486765,1323336599,10538029,652259,196842,1902,139938457,56939,16534983,900617,1.093816015,,,,,,,,
197,99.11959168,1338697417,863822176,15841913,9206891,2696,1751,43853541,76259,11157458,1455,1.549737266,,,,,,,,
198,99.61980127,1361375081,897536887,15828890,8670095,2464,1701,45267822,73576,11373135,1514,1.516790118,,,,,,,,
199,100.1204158,1443787045,896430159,12401038,4301608,5593659,1559,57641623,61697,5449848,10416394,1.610596242,,,,,,,,
200,100.621039,1534954718,1514905215,26142547,85525,3055,1152,55303588,62601,1515141,2866,1.013234823,,,,,,,,
201,101.1216657,1531405058,1307145832,27528884,90267,3182,1127,50070588,83951,1536960,2857,1.171564045,,,,,,,,
202,101.6222815,1533903890,1297686841,27963386,83025,2990,1210,49669174,68235,1512536,2764,1.182029317,,,,,,,,
203,102.1229022,1538843990,1278407409,28361337,81549,2888,1425,47440432,75734,1171735,2436,1.203719549,,,,,,,,
204,102.6235197,1538865202,1280977739,28174390,90680,3055,1350,48677842,71143,1425430,2849,1.2013208,,,,,,,,
205,103.1241473,1526559431,1260716684,27295519,105269,3492,1215,52579071,74032,1788026,3150,1.210866367,,,,,,,,
206,103.6247704,1529304118,1269449779,27762026,106761,3508,1166,52508423,60120,1800022,3128,1.2046984,,,,,,,,
207,104.1253926,1524544820,1261259982,27124604,122019,3864,1358,56563243,65206,2246970,3818,1.208747476,,,,,,,,
208,104.6260454,1523057672,1273116427,26581687,119187,3901,1403,56945796,55756,2348908,3796,1.196322378,,,,,,,,
209,105.1266907,1513818298,1259991191,26368937,135695,4417,1480,60750521,66064,2828612,4219,1.201451493,,,,,,,,
210,105.6273191,1528436024,1264966404,27329350,119232,3902,1329,56943419,66616,2210643,3853,1.208281911,,,,,,,,
211,106.1279412,1503125794,1253372535,25129402,157779,5177,1446,68401179,89553,3498543,5096,1.199264985,,,,,,,,
212,106.6285556,1502655764,1277766850,24450855,164694,5487,1476,72890719,71593,4167904,5746,1.176001525,,,,,,,,
213,107.1291825,1499505844,1275620960,23935191,169326,5960,1499,74753476,74953,4172203,5664,1.175510509,,,,,,,,
214,107.6298124,1510863602,1298715709,23679352,167375,6197,1368,77700757,69985,4568022,5853,1.163352065,,,,,,,,
215,108.1304362,1504534304,1285018598,24058315,165454,5897,1487,75964512,70404,4401744,5749,1.170826871,,,,,,,,
216,108.6310785,1496641984,1286773331,23994452,165850,5947,1429,76386431,66982,4409936,5535,1.163096831,,,,,,,,
217,109.1317034,1489155686,1330559415,21455880,191096,7805,1387,95272090,71371,6676435,7532,1.119195182,,,,,,,,
218,109.6323184,1477336413,1327687287,19159578,204787,9062,1427,105110896,68941,8220225,8815,1.112714136,,,,,,,,
219,110.1329441,1462277424,1363743723,15603423,228197,11743,1517,133134186,71175,10401464,10546,1.072252359,,,,,,,,
220,110.6335855,1437475578,1395108778,10009311,244321,14884,1528,167302137,78239,13778335,12521,1.030368098,,,,,,,,
221,111.1342157,1400277862,1483124332,5430996,255963,15529,1365,204886082,63186,16690927,11445,0.944140577,,,,,,,,
222,111.6348652,1365067944,1299100796,8395292,267501,150382,781,179305877,77720,12940555,568869,1.050779084,,,,,,,,
223,112.1354959,1324551548,1377226464,10667299,1408906,381407,339,64125288,48592,11488552,106318,0.961752902,,,,,,,,
224,112.636161,1328885504,1450752336,11432603,1273981,322887,537,61958482,67120,12258759,144894,0.915997494,,,,,,,,
225,113.1368027,1318088372,1395085703,11158032,1316855,342762,245,60711759,50537,14905025,173482,0.944808171,,,,,,,,
226,113.6374619,1354288942,1392094333,11700581,1282792,349310,494,71883427,68951,13188987,295635,0.972842795,,,,,,,,
227,114.1381377,1408872834,1432581141,12125597,928491,302448,246,101525979,46496,15760474,696179,0.983450636,,,,,,,,
228,114.6387733,1480397289,1303101308,9139103,367357,194853,228,166305314,50580,12885770,865461,1.136056943,,,,,,,,
229,115.1394009,1373590687,920700955,17170779,8320209,2534,354,46454706,43332,12137269,917,1.491896668,,,,,,,,
230,115.6400501,1395322968,994404813,16790105,9160519,2485,380,49628372,48250,11525079,1114,1.403173989,,,,,,,,
231,116.1406836,1458584601,1200196618,12453630,2865022,5683523,319,60268123,52459,5357176,8597384,1.215288045,,,,,,,,
232,116.6413164,1535386209,1546050802,25650733,76497,2729,699,55232371,48243,1276783,2552,0.993102042,,,,,,,,
233,117.1419437,1531095334,1270832183,27636477,100430,3346,925,53720613,51572,1761729,2980,1.204797419,,,,,,,,
234,117.6425842,1524803951,1254547890,26975486,109926,3397,778,52710077,71859,1854687,3121,1.21542108,,,,,,,,
235,118.1432157,1522978716,1257215716,26884802,130092,3804,832,57478879,47845,2173456,3805,1.211390135,,,,,,,,
236,118.6437823,1528014984,1258427687,27445243,118654,3691,782,55349621,64580,1971982,3296,1.214225497,,,,,,,,
237,119.1444121,1528352236,1260679661,27628605,116418,3655,740,54402504,44746,2055345,3324,1.212324021,,,,,,,,
238,119.6450259,1516371179,1265403266,26366591,142784,4553,716,62483521,56011,2805130,4125,1.198330382,,,,,,,,
239,120.1456613,1515633228,1261051919,26663296,137074,4265,655,61792718,45902,2654490,3873,1.201880117,,,,,,,,
240,120.646259,1496763711,1266676834,25106264,160891,5340,603,71280278,50385,3534306,5012,1.181646076,,,,,,,,
241,121.1468949,1497965902,1298451965,23591068,179667,6387,575,83222464,51560,4986955,5994,1.153655231,,,,,,,,
242,121.6475231,1496309103,1279287672,24780667,167201,5513,619,72393271,54603,3929145,5088,1.1696424,,,,,,,,
243,122.1477925,1492365778,1287848104,23209477,179968,6708,625,85945586,54501,5046932,6004,1.158805742,,,,,,,,
244,122.6484209,1500513454,1294429840,24184724,172397,6144,578,80965573,54728,4642672,5447,1.159208022,,,,,,,,
245,123.149058,1485697486,1315612768,21087497,195321,7798,612,101139120,49381,6747517,7191,1.129281748,,,,,,,,
246,123.6496936,1480220587,1364261926,18833031,218264,9620,647,112568722,55997,8134314,8787,1.084997359,,,,,,,,
247,124.1503274,1452536377,1412752891,13915831,236086,12712,436,146664436,49301,11008250,10950,1.028160258,,,,,,,,
248,124.6509607,1416965646,1485999675,6835213,250834,16698,197,193271598,47647,15190668,11968,0.953543712,,,,,,,,
249,125.1516264,1337916844,1364382453,6929206,396063,132261,406,194353991,66519,15560064,435936,0.9806025,,,,,,,,
250,125.6522644,1362221784,1428292769,12058030,1172346,323215,297,76067574,44219,9342210,266527,0.953741287,,,,,,,,
251,126.1529192,1358008989,1530369929,12240689,1139009,276029,745,65626510,60963,9824996,225682,0.887373022,,,,,,,,
252,126.6535709,1374653209,1499451153,12391868,1051065,262890,267,74213109,54873,11476873,275845,0.916770917,,,,,,,,
253,127.1542256,1335086412,1423969185,11984695,1027007,267700,519,78153664,51149,7757817,404792,0.937580972,,,,,,,,
254,127.6548751,1399430950,1435283047,12995074,866127,295520,272,95528275,43190,15358918,612004,0.975020887,,,,,,,,
255,128.1554818,1461340552,1419100101,11932601,560886,243912,229,133502888,42519,7716512,1094223,1.02976566,,,,,,,,
256,128.6561293,1400029777,1027007352,14790390,6680792,14338,280,77988386,43181,14387124,24841,1.363213004,,,,,,,,
257,129.1567693,1384559801,916197164,16591535,9564218,2715,331,47569347,55055,11785413,1054,1.511202889,,,,,,,,
258,129.6574216,1419826394,864586444,13426462,6400491,4786272,460,54135304,44398,8622899,7597646,1.642202933,,,,,,,,
259,130.1581195,1525135019,1432273051,24387822,124135,1122450,750,56395538,62770,1492091,1918862,1.06483538,,,,,,,,
260,130.6587695,1536613648,1330107684,28113804,69610,2731,853,49094283,43375,1168965,2384,1.155255072,,,,,,,,
261,131.1593988,1531201297,1295782342,27684296,91342,3092,852,50393465,73417,1423895,2837,1.181680941,,,,,,,,
262,131.6600298,1538859756,1313041716,28248410,70397,2732,902,47817640,52007,1038353,2392,1.171980857,,,,,,,,
263,132.1606591,1529528550,1288877670,27731049,97914,3307,793,52265879,53260,1786622,3191,1.186713515,,,,,,,,
264,132.6612752,1509374557,1283022854,25751679,134812,4305,665,62225725,50933,3014382,4562,1.176420632,,,,,,,,
265,133.1619027,1533128174,1266464582,27509802,111410,3545,723,54284487,53621,2092040,3304,1.210557481,,,,,,,,
266,133.6625402,1509129958,1275870387,25564929,149099,4662,717,64301372,53541,3323194,4786,1.182823877,,,,,,,,
267,134.1631698,1528798739,1266117633,27575473,117414,3792,795,56047850,72040,2121587,3649,1.207469748,,,,,,,,
268,134.6638049,1507989219,1263989571,26334735,138113,4555,801,62093345,55403,2939200,4558,1.193039289,,,,,,,,
269,135.1644402,1500599962,1285974001,25291500,156936,5132,643,69704341,50904,3800897,5309,1.16689759,,,,,,,,
270,135.6650737,1493641827,1284248396,23459982,179122,6327,525,81279304,49690,4945786,6388,1.163047454,,,,,,,,
271,136.1657063,1501464793,1305800662,23486454,173114,6323,506,81522008,52583,5573505,6513,1.149842267,,,,,,,,
272,136.6663264,1487845155,1356368024,19882973,204837,8803,554,106461042,57380,7629663,7972,1.096933228,,,,,,,,
273,137.1669529,1475188379,1353458392,17567303,218662,10278,508,122294885,58050,9117171,9339,1.089939955,,,,,,,,
274,137.6675933,1460439619,1369413714,13761829,236182,12905,390,149405422,47704,11390832,10512,1.066470712,,,,,,,,
275,138.168229,1421371514,1444962950,7953614,237503,16472,229,184147727,57776,15314194,12844,0.983673328,,,,,,,,
276,138.668867,1317656192,1342512883,3368686,410671,91832,250,198470770,64318,18488806,176383,0.981484952,,,,,,,,
277,139.1695046,1431463285,1415001043,13544006,755866,277373,196,106135417,61494,5842486,423739,1.011634085,,,,,,,,
278,139.6701732,1356828347,1565419604,11882672,1033892,272577,647,63410345,68227,9108812,177744,0.866750578,,,,,,,,
279,140.1708147,1349711765,1502996827,11697565,1040811,278967,259,62448642,47950,12649126,219789,0.898013716,,,,,,,,
280,140.6714557,1391678806,1471993568,12318956,1053746,294848,294,79152537,49603,12491465,371420,0.945438103,,,,,,,,
281,141.1721016,1435577814,1433197246,11923980,729068,248358,275,117249786,41144,11072429,731423,1.001661019,,,,,,,,
282,141.6727511,1484878514,1153717555,10756646,2109412,89961,349,135286777,34075,4226982,542163,1.287038156,,,,,,,,
283,142.173409,1416791145,1031911562,17433275,8870174,2470,417,46175061,44363,10008800,1213,1.372977295,,,,,,,,
284,142.674048,1399745563,1046632072,17423222,8137773,2383,423,49155357,36493,10691329,1378,1.337380729,,,,,,,,
285,143.1746963,1502781847,1150860021,15710852,801705,5200470,631,60011242,43252,1636354,10265144,1.305790296,,,,,,,,
286,143.6753214,1540300400,1338668587,28615877,50268,2264,699,45359429,51832,851940,1927,1.150621158,,,,,,,,
287,144.1759082,1507902175,1183385223,25954185,94503,3002,1001,47341982,80702,1438679,3675,1.274227653,,,,,,,,
288,144.6765008,1506095500,1209976453,26494345,122893,3435,1276,50242932,102249,1954800,4489,1.244731248,,,,,,,,
289,145.1771438,1515176473,1212931585,26792887,98298,3096,1181,50149219,74888,1601811,3364,1.249185438,,,,,,,,
290,145.6777661,1499043711,1197309063,25848574,124289,3723,1173,54137957,91563,2297011,4407,1.252010661,,,,,,,,
291,146.1783966,1523122079,1223830345,27419314,108011,3296,1155,49803618,75894,1728251,3881,1.244553287,,,,,,,,
292,146.6790223,1486963098,1132643576,25333666,112777,3274,1323,48032145,113149,1980880,4986,1.312825261,,,,,,,,
293,147.1796838,1475104915,1103915350,24616220,110151,3350,1313,48778388,109218,2279866,5519,1.336248214,,,,,,,,
294,147.6804896,1501599830,1188705700,26117607,122930,3717,1230,53529175,101736,2247081,4304,1.263222537,,,,,,,,
295,148.181091,1512844863,1238582431,26414658,134576,4108,1203,58196399,78750,2675061,4421,1.221432522,,,,,,,,
296,148.6817211,1511663838,1244260205,26597764,140381,4297,1294,59100326,81884,2620287,4315,1.214909737,,,,,,,,
297,149.1823485,1515275135,1261814670,26326817,139689,4456,1257,60950681,82703,2685078,4694,1.200869804,,,,,,,,
298,149.6829334,1512337427,1240996562,26946883,123435,3726,1137,54828378,72779,2429992,4290,1.218647556,,,,,,,,
299,150.183555,1500268981,1260485543,25165615,149832,4961,1210,66176826,78122,3655335,5453,1.19023101,,,,,,,,
300,150.6837978,1479498865,1246623811,22625257,175672,6107,1179,79286094,72469,4846701,6250,1.186804593,,,,,,,,
301,151.184401,1478628485,1287569083,21477744,179788,6936,1455,87251539,70267,6338609,7696,1.14838769,,,,,,,,
302,151.68499,1473619704,1271926687,21044376,188912,7542,1239,93485232,83299,5957350,6955,1.158572832,,,,,,,,
303,152.1856127,1461864241,1308877899,16569925,207489,10017,1282,117512314,80004,8856828,9912,1.116883586,,,,,,,,
304,152.6862307,1413036538,1344835667,11174891,238496,13382,1370,153798507,79548,12406638,12331,1.050713163,,,,,,,,
305,153.1868703,1361099454,1410855847,3677482,250484,10315,1182,215552300,74871,17864136,8281,0.964733184,,,,,,,,
306,153.6875163,1338627747,1277103496,7284115,370662,115310,1305,171198305,64530,15034098,1343072,1.048174836,,,,,,,,
307,154.1881565,1336334177,1360112813,10497152,1064268,309332,2124,73200565,85084,11190899,222075,0.982517159,,,,,,,,
308,154.6887971,1357663264,1571992008,12047038,863013,228597,2297,63473578,74215,10049407,188176,0.863657867,,,,,,,,
309,155.1894409,1372856137,1489037943,11834815,898183,247129,2297,70755127,74301,7961882,288572,0.921975255,,,,,,,,
310,155.6900814,1376902868,1412248642,12443159,820541,244429,2350,83071605,73968,14344576,419151,0.974971989,,,,,,,,
311,156.1907336,1430296991,1417020997,12674638,611422,237686,2160,108042352,64215,10908779,780052,1.009368947,,,,,,,,
312,156.691396,1426837023,1088596531,10659564,3279352,68025,1543,130029534,66795,13093924,282714,1.310712447,,,,,,,,
313,157.1917946,1375805240,929330876,16429042,8532049,2440,1882,45015069,66807,10866973,1277,1.480425622,,,,,,,,
314,157.6924121,1387429466,949713621,16937087,8635251,2400,1850,46718965,73304,10789332,1379,1.460892458,,,,,,,,
315,158.1930465,1485982628,1142135632,14695518,1201420,5656648,1359,58497179,84139,2197254,9796213,1.301056185,,,,,,,,
316,158.6936814,1530608870,1310202694,27557794,68746,2602,927,46977762,83865,1120027,2742,1.16822296,,,,,,,,
317,159.1942998,1524201497,1265217663,27173369,93177,3207,1297,49414822,88361,1624586,3766,1.204695083,,,,,,,,
318,159.6949353,1520850941,1242717409,27120335,99926,3134,1204,49175690,104621,1533823,3528,1.223810763,,,,,,,,
319,160.1955669,1501922365,1220236164,26592015,108000,3328,1298,51944486,82530,1866275,3983,1.230845642,,,,,,,,
320,160.6961997,1511646415,1226786563,26507365,122826,3602,1165,55311279,87267,2238060,3984,1.23220001,,,,,,,,
321,161.1968201,1519620230,1243175053,27232766,113896,3599,1159,53133009,91490,2061694,4008,1.222370274,,,,,,,,
322,161.6974106,1510296293,1235145645,26336148,128825,4007,1198,58245487,88289,2510232,4460,1.222767776,,,,,,,,
323,162.1980019,1505863108,1236813599,26313129,133401,4025,1140,58586678,88052,2646622,4407,1.217534404,,,,,,,,
324,162.6986353,1510600867,1246483527,26307696,135210,4108,1229,59395055,88963,2701319,4370,1.211889956,,,,,,,,
325,163.1992633,1493747851,1248753240,24520092,150289,4851,1337,67410963,85783,3585988,5455,1.196191372,,,,,,,,
326,163.6997857,1500057953,1261619674,25079601,144835,4799,1260,65044921,92830,3208351,4920,1.188993786,,,,,,,,
327,164.2003855,1497947917,1245962576,24766356,150549,4980,1215,68853925,91797,3788737,5649,1.202241501,,,,,,,,
328,164.7010163,1488515571,1256424814,22830812,174004,6082,1153,81404290,80895,4874360,6579,1.184723156,,,,,,,,
329,165.2016439,1481713161,1276102297,22080709,177643,6447,1154,84653530,78899,5931314,7696,1.161124123,,,,,,,,
330,165.702267,1460232919,1290124384,18901731,204854,8516,1207,106497191,87832,7561850,8705,1.131854368,,,,,,,,
331,166.2028511,1451092346,1316799878,15819769,216036,10143,1365,124059167,80532,9859869,10637,1.101983961,,,,,,,,
332,166.7034795,1419954190,1332411354,12100597,225366,12428,1197,149520160,78516,11909628,12493,1.065702559,,,,,,,,
333,167.2041132,1394064633,1390321292,5808440,219127,16230,1516,189607547,83193,15305303,14320,1.002692429,,,,,,,,
334,167.7047423,1372940280,1237715857,8467480,353854,161779,1257,165630572,92649,10163350,627086,1.109253204,,,,,,,,
335,168.2053925,1342512824,1546125959,11221713,1073658,296983,2062,61951432,62752,9004282,181483,0.868307537,,,,,,,,
336,168.7060412,1345285646,1567460416,11891502,898099,225426,2268,61284280,78082,9637974,219987,0.85825813,,,,,,,,
337,169.2066842,1354439817,1456068128,11585655,962930,250267,2258,69855120,73323,11103531,273858,0.930203602,,,,,,,,
338,169.7073248,1394245306,1493813964,12173257,874071,252053,2304,84715872,81307,7291140,450338,0.933346012,,,,,,,,
339,170.2077915,1446364017,1448338798,12043740,544266,210979,1980,115035035,62015,5646942,814790,0.99863652,,,,,,,,
340,170.7084421,1418737439,1095452478,12693694,3143755,86023,1682,109692132,65606,10615651,396090,1.295115459,,,,,,,,
341,171.209079,1349329436,833407934,15849101,8095640,2251,1625,45808308,57124,12269445,1395,1.619050385,,,,,,,,
342,171.7097386,1384336101,992103073,16673437,7663156,2270,1839,48546447,64318,10577905,1612,1.395355119,,,,,,,,
343,172.2103709,1492822155,1159477932,15724364,548109,5445116,1299,57382663,63138,2367241,9363707,1.287495099,,,,,,,,
344,172.711001,1533315535,1317135051,27953763,61184,2567,1173,46489074,71168,1052523,2594,1.164129323,,,,,,,,
345,173.211623,1529281382,1246309495,27128423,88805,2993,1192,50262599,68757,1460819,3487,1.227047847,,,,,,,,
346,173.7122454,1519422584,1234279404,27395976,95559,3001,1215,49874131,90893,1682431,3217,1.231019961,,,,,,,,
347,174.2128372,1524774281,1231029550,27758784,104397,3219,1197,51983028,73113,1791408,3656,1.238617124,,,,,,,,
348,174.7134594,1519620342,1221905188,27076023,120693,3580,1097,54384183,77445,2005475,3642,1.243648326,,,,,,,,
349,175.214082,1518902010,1231989550,27124260,119591,3619,1161,53908657,74346,2094123,4096,1.232885466,,,,,,,,
350,175.7147131,1503966436,1223731041,26087789,137603,4268,1145,59748474,77113,2676202,4724,1.229000806,,,,,,,,
351,176.2153535,1505145851,1234542430,26340414,133500,4089,1288,59144684,86921,2649476,5051,1.219193293,,,,,,,,
352,176.7159825,1496858383,1238316402,25121752,145750,4639,1089,66213229,72232,3633075,5537,1.208785073,,,,,,,,
353,177.2165817,1489696204,1241516556,24669465,153125,4843,1401,67664041,78445,3654853,5731,1.199900393,,,,,,,,
354,177.7171832,1483339998,1232074848,23576553,170547,5459,1205,72019260,79615,4176768,6860,1.203936596,,,,,,,,
355,178.2178116,1487217161,1265444517,22935688,173476,6132,1310,78199630,82167,4929610,7057,1.17525276,,,,,,,,
356,178.7184474,1483712964,1275826361,22331052,183247,6933,1422,87595998,79510,5174379,6845,1.162942709,,,,,,,,
357,179.2190809,1472646135,1298582982,20629379,196349,7657,1169,96010529,76609,6570919,8390,1.134040839,,,,,,,,
358,179.7197362,1456552990,1305299802,16731255,221395,9859,1452,121615938,101622,8579019,9557,1.115876205,,,,,,,,
359,180.2203368,1430590090,1361777421,11439522,222864,12913,1305,152634453,75503,11439843,12076,1.05053151,,,,,,,,
360,180.7209227,1360266704,1420708786,4043651,237328,12950,1381,208802654,85558,16303535,11420,0.957456389,,,,,,,,
361,181.2215553,1375397741,1298941403,8563324,388735,133912,1096,164819561,66892,13235144,2756667,1.058860498,,,,,,,,
362,181.7222314,1315225432,1465507574,10714181,1058537,290443,2157,55571671,68510,10719328,156633,0.897453862,,,,,,,,
363,182.2228363,1359526115,1583884081,12054485,801808,220004,2110,64349214,66415,11125658,197896,0.858349504,,,,,,,,
